CustomerID,Date,ProductName,Category,Quantity,UnitPrice,TotalPrice
286,2024-02-07,Champú,Cuidado Personal,1,5,5
286,2024-02-07,Refresco 2L,Bebidas/Panadería,1,3,3
158,2024-02-07,Papas Fritas,Snacks,1,3,3
239,2024-02-07,Hielo (bolsa),Bebidas/Panadería,1,2,2
179,2024-02-07,Queso Amarillo (kg),Snacks,1,12,12
179,2024-02-07,Jamón Serrano (100g),Snacks,1,8,8
179,2024-02-07,Servilletas,Limpieza,1,1,1
179,2024-02-07,Agua Mineral 5L,Bebidas/Panadería,1,4,4
113,2024-02-07,Agua Mineral 5L,Bebidas/Panadería,1,4,4
113,2024-02-07,Hielo (bolsa),Bebidas/Panadería,1,2,2
113,2024-02-07,Hielo (bolsa),Bebidas/Panadería,1,2,2
113,2024-02-07,Aceitunas,Snacks,1,4,4
91,2024-02-08,Aceitunas,Snacks,1,4,4
149,2024-02-08,Pan Campesino,Bebidas/Panadería,1,2,2
200,2024-02-08,Aceitunas,Snacks,1,4,4
143,2024-02-08,Jabón de Baño,Cuidado Personal,1,2,2
143,2024-02-08,Bolsas de Basura,Limpieza,1,3,3
143,2024-02-08,Ron Añejo,Licores,1,15,15
191,2024-02-08,Papas Fritas,Snacks,1,3,3
143,2024-02-08,Cloro (1L),Limpieza,1,2,2
91,2024-02-08,Jabón de Baño,Cuidado Personal,1,2,2
91,2024-02-08,Queso Amarillo (kg),Snacks,1,12,12
91,2024-02-08,Servilletas,Limpieza,1,1,1
149,2024-02-08,Agua Mineral 5L,Bebidas/Panadería,1,4,4
12,2024-02-09,Caja de Cerveza,Licores,1,20,20
55,2024-02-09,Caja de Cigarros,Licores,1,5,5
271,2024-02-09,Caja de Cigarros,Licores,1,5,5
8,2024-02-09,Mix de Maní,Snacks,1,4,4
8,2024-02-09,Pan Campesino,Bebidas/Panadería,1,2,2
8,2024-02-09,Queso Amarillo (kg),Snacks,1,12,12
8,2024-02-09,Afeitadoras,Cuidado Personal,1,4,4
38,2024-02-09,Vodka,Licores,1,18,18
38,2024-02-09,Servilletas,Limpieza,1,1,1
38,2024-02-09,Aceitunas,Snacks,1,4,4
38,2024-02-09,Cloro (1L),Limpieza,1,2,2
298,2024-02-09,Aceitunas,Snacks,1,4,4
42,2024-02-09,Cloro (1L),Limpieza,1,2,2
42,2024-02-09,Vino Tinto,Licores,1,10,10
42,2024-02-09,Champú,Cuidado Personal,1,5,5
11,2024-02-09,Crema Dental,Cuidado Personal,1,3,3
293,2024-02-09,Pan Campesino,Bebidas/Panadería,1,2,2
12,2024-02-09,Queso Amarillo (kg),Snacks,1,12,12
12,2024-02-09,Cloro (1L),Limpieza,1,2,2
12,2024-02-09,Servilletas,Limpieza,1,1,1
12,2024-02-09,Mix de Maní,Snacks,1,4,4
298,2024-02-09,Champú,Cuidado Personal,1,5,5
12,2024-02-09,Crema Dental,Cuidado Personal,1,3,3
55,2024-02-09,Agua Mineral 5L,Bebidas/Panadería,1,4,4
55,2024-02-09,Jamón Serrano (100g),Snacks,1,8,8
55,2024-02-09,Cloro (1L),Limpieza,1,2,2
11,2024-02-09,Vodka,Licores,1,18,18
40,2024-02-09,Mix de Maní,Snacks,1,4,4
54,2024-02-09,Queso Amarillo (kg),Snacks,1,12,12
54,2024-02-09,Papas Fritas,Snacks,1,3,3
55,2024-02-09,Crema Dental,Cuidado Personal,1,3,3
54,2024-02-09,Mix de Maní,Snacks,1,4,4
11,2024-02-09,Cloro (1L),Limpieza,1,2,2
54,2024-02-09,Champú,Cuidado Personal,1,5,5
54,2024-02-09,Aceitunas,Snacks,1,4,4
54,2024-02-09,Ron Añejo,Licores,1,15,15
54,2024-02-09,Lavaplatos,Limpieza,1,3,3
54,2024-02-09,Crema Dental,Cuidado Personal,1,3,3
54,2024-02-09,Champú,Cuidado Personal,1,5,5
12,2024-02-09,Bolsas de Basura,Limpieza,1,3,3
40,2024-02-09,Afeitadoras,Cuidado Personal,1,4,4
11,2024-02-09,Hielo (bolsa),Bebidas/Panadería,1,2,2
40,2024-02-09,Lavaplatos,Limpieza,1,3,3
54,2024-02-09,Ron Añejo,Licores,1,15,15
40,2024-02-09,Bolsas de Basura,Limpieza,1,3,3
40,2024-02-09,Afeitadoras,Cuidado Personal,1,4,4
54,2024-02-09,Champú,Cuidado Personal,1,5,5
40,2024-02-09,Vodka,Licores,1,18,18
29,2024-02-10,Cloro (1L),Limpieza,1,2,2
27,2024-02-10,Refresco 2L,Bebidas/Panadería,1,3,3
29,2024-02-10,Papas Fritas,Snacks,1,3,3
40,2024-02-10,Papas Fritas,Snacks,1,3,3
29,2024-02-10,Hielo (bolsa),Bebidas/Panadería,1,2,2
40,2024-02-10,Lavaplatos,Limpieza,1,3,3
29,2024-02-10,Jamón Serrano (100g),Snacks,1,8,8
40,2024-02-10,Caja de Cerveza,Licores,1,20,20
29,2024-02-10,Crema Dental,Cuidado Personal,1,3,3
40,2024-02-10,Afeitadoras,Cuidado Personal,1,4,4
35,2024-02-10,Vino Tinto,Licores,1,10,10
40,2024-02-10,Crema Dental,Cuidado Personal,1,3,3
30,2024-02-10,Ron Añejo,Licores,1,15,15
20,2024-02-10,Refresco 2L,Bebidas/Panadería,1,3,3
35,2024-02-10,Vodka,Licores,1,18,18
35,2024-02-10,Jabón de Baño,Cuidado Personal,1,2,2
35,2024-02-10,Bolsas de Basura,Limpieza,1,3,3
29,2024-02-10,Afeitadoras,Cuidado Personal,1,4,4
40,2024-02-10,Jabón de Baño,Cuidado Personal,1,2,2
40,2024-02-10,Champú,Cuidado Personal,1,5,5
35,2024-02-10,Aceitunas,Snacks,1,4,4
29,2024-02-10,Jamón Serrano (100g),Snacks,1,8,8
30,2024-02-10,Afeitadoras,Cuidado Personal,1,4,4
35,2024-02-10,Jamón Serrano (100g),Snacks,1,8,8
30,2024-02-10,Bolsas de Basura,Limpieza,1,3,3
27,2024-02-10,Mix de Maní,Snacks,1,4,4
14,2024-02-10,Afeitadoras,Cuidado Personal,1,4,4
20,2024-02-10,Vino Tinto,Licores,1,10,10
14,2024-02-10,Ron Añejo,Licores,1,15,15
28,2024-02-10,Vodka,Licores,1,18,18
28,2024-02-10,Jabón de Baño,Cuidado Personal,1,2,2
28,2024-02-10,Champú,Cuidado Personal,1,5,5
28,2024-02-10,Jabón de Baño,Cuidado Personal,1,2,2
27,2024-02-10,Afeitadoras,Cuidado Personal,1,4,4
52,2024-02-10,Servilletas,Limpieza,1,1,1
52,2024-02-10,Agua Mineral 5L,Bebidas/Panadería,1,4,4
52,2024-02-10,Mix de Maní,Snacks,1,4,4
14,2024-02-10,Cloro (1L),Limpieza,1,2,2
14,2024-02-10,Queso Amarillo (kg),Snacks,1,12,12
52,2024-02-10,Bolsas de Basura,Limpieza,1,3,3
16,2024-02-10,Servilletas,Limpieza,1,1,1
16,2024-02-10,Queso Amarillo (kg),Snacks,1,12,12
16,2024-02-10,Vino Tinto,Licores,1,10,10
20,2024-02-10,Ron Añejo,Licores,1,15,15
28,2024-02-10,Crema Dental,Cuidado Personal,1,3,3
27,2024-02-10,Lavaplatos,Limpieza,1,3,3
27,2024-02-10,Pan Campesino,Bebidas/Panadería,1,2,2
27,2024-02-10,Caja de Cigarros,Licores,1,5,5
20,2024-02-10,Ron Añejo,Licores,1,15,15
16,2024-02-10,Vodka,Licores,1,18,18
20,2024-02-10,Lavaplatos,Limpieza,1,3,3
276,2024-02-12,Servilletas,Limpieza,1,1,1
231,2024-02-12,Jabón de Baño,Cuidado Personal,1,2,2
182,2024-02-12,Vodka,Licores,1,18,18
142,2024-02-12,Bolsas de Basura,Limpieza,1,3,3
142,2024-02-12,Bolsas de Basura,Limpieza,1,3,3
74,2024-02-12,Papas Fritas,Snacks,1,3,3
170,2024-02-12,Agua Mineral 5L,Bebidas/Panadería,1,4,4
118,2024-02-12,Pan Campesino,Bebidas/Panadería,1,2,2
175,2024-02-12,Pan Campesino,Bebidas/Panadería,1,2,2
297,2024-02-12,Refresco 2L,Bebidas/Panadería,1,3,3
297,2024-02-12,Bolsas de Basura,Limpieza,1,3,3
74,2024-02-12,Cloro (1L),Limpieza,1,2,2
135,2024-02-12,Papas Fritas,Snacks,1,3,3
175,2024-02-12,Crema Dental,Cuidado Personal,1,3,3
135,2024-02-12,Bolsas de Basura,Limpieza,1,3,3
135,2024-02-12,Crema Dental,Cuidado Personal,1,3,3
142,2024-02-12,Caja de Cigarros,Licores,1,5,5
118,2024-02-12,Aceitunas,Snacks,1,4,4
142,2024-02-12,Cloro (1L),Limpieza,1,2,2
185,2024-02-12,Vodka,Licores,1,18,18
182,2024-02-12,Mix de Maní,Snacks,1,4,4
127,2024-02-12,Aceitunas,Snacks,1,4,4
182,2024-02-12,Aceitunas,Snacks,1,4,4
86,2024-02-13,Cloro (1L),Limpieza,1,2,2
110,2024-02-13,Mix de Maní,Snacks,1,4,4
110,2024-02-13,Vodka,Licores,1,18,18
110,2024-02-13,Afeitadoras,Cuidado Personal,1,4,4
70,2024-02-13,Bolsas de Basura,Limpieza,1,3,3
70,2024-02-13,Ron Añejo,Licores,1,15,15
115,2024-02-13,Vino Tinto,Licores,1,10,10
115,2024-02-13,Bolsas de Basura,Limpieza,1,3,3
175,2024-02-13,Aceitunas,Snacks,1,4,4
175,2024-02-13,Jabón de Baño,Cuidado Personal,1,2,2
115,2024-02-13,Queso Amarillo (kg),Snacks,1,12,12
91,2024-02-13,Hielo (bolsa),Bebidas/Panadería,1,2,2
86,2024-02-13,Jabón de Baño,Cuidado Personal,1,2,2
110,2024-02-13,Bolsas de Basura,Limpieza,1,3,3
115,2024-02-13,Agua Mineral 5L,Bebidas/Panadería,1,4,4
141,2024-02-14,Vodka,Licores,1,18,18
67,2024-02-14,Papas Fritas,Snacks,1,3,3
67,2024-02-14,Caja de Cigarros,Licores,1,5,5
141,2024-02-14,Papas Fritas,Snacks,1,3,3
268,2024-02-14,Lavaplatos,Limpieza,1,3,3
173,2024-02-14,Caja de Cerveza,Licores,1,20,20
141,2024-02-14,Aceitunas,Snacks,1,4,4
125,2024-02-14,Caja de Cigarros,Licores,1,5,5
125,2024-02-14,Crema Dental,Cuidado Personal,1,3,3
67,2024-02-14,Agua Mineral 5L,Bebidas/Panadería,1,4,4
268,2024-02-14,Agua Mineral 5L,Bebidas/Panadería,1,4,4
70,2024-02-15,Agua Mineral 5L,Bebidas/Panadería,1,4,4
130,2024-02-15,Caja de Cigarros,Licores,1,5,5
147,2024-02-15,Jamón Serrano (100g),Snacks,1,8,8
109,2024-02-15,Ron Añejo,Licores,1,15,15
130,2024-02-15,Bolsas de Basura,Limpieza,1,3,3
130,2024-02-15,Agua Mineral 5L,Bebidas/Panadería,1,4,4
161,2024-02-15,Jamón Serrano (100g),Snacks,1,8,8
107,2024-02-15,Pan Campesino,Bebidas/Panadería,1,2,2
107,2024-02-15,Aceitunas,Snacks,1,4,4
130,2024-02-15,Bolsas de Basura,Limpieza,1,3,3
109,2024-02-15,Vino Tinto,Licores,1,10,10
147,2024-02-15,Afeitadoras,Cuidado Personal,1,4,4
147,2024-02-15,Champú,Cuidado Personal,1,5,5
109,2024-02-15,Bolsas de Basura,Limpieza,1,3,3
109,2024-02-15,Champú,Cuidado Personal,1,5,5
70,2024-02-15,Pan Campesino,Bebidas/Panadería,1,2,2
70,2024-02-15,Caja de Cerveza,Licores,1,20,20
70,2024-02-15,Crema Dental,Cuidado Personal,1,3,3
45,2024-02-16,Ron Añejo,Licores,1,15,15
28,2024-02-16,Caja de Cerveza,Licores,1,20,20
28,2024-02-16,Lavaplatos,Limpieza,1,3,3
28,2024-02-16,Aceitunas,Snacks,1,4,4
28,2024-02-16,Crema Dental,Cuidado Personal,1,3,3
5,2024-02-16,Agua Mineral 5L,Bebidas/Panadería,1,4,4
5,2024-02-16,Cloro (1L),Limpieza,1,2,2
42,2024-02-16,Ron Añejo,Licores,1,15,15
52,2024-02-16,Caja de Cigarros,Licores,1,5,5
42,2024-02-16,Champú,Cuidado Personal,1,5,5
52,2024-02-16,Aceitunas,Snacks,1,4,4
52,2024-02-16,Pan Campesino,Bebidas/Panadería,1,2,2
53,2024-02-16,Caja de Cigarros,Licores,1,5,5
42,2024-02-16,Servilletas,Limpieza,1,1,1
42,2024-02-16,Refresco 2L,Bebidas/Panadería,1,3,3
43,2024-02-16,Afeitadoras,Cuidado Personal,1,4,4
52,2024-02-16,Jabón de Baño,Cuidado Personal,1,2,2
43,2024-02-16,Refresco 2L,Bebidas/Panadería,1,3,3
52,2024-02-16,Ron Añejo,Licores,1,15,15
43,2024-02-16,Aceitunas,Snacks,1,4,4
287,2024-02-16,Caja de Cerveza,Licores,1,20,20
287,2024-02-16,Caja de Cerveza,Licores,1,20,20
5,2024-02-16,Caja de Cigarros,Licores,1,5,5
7,2024-02-16,Cloro (1L),Limpieza,1,2,2
53,2024-02-16,Bolsas de Basura,Limpieza,1,3,3
7,2024-02-16,Refresco 2L,Bebidas/Panadería,1,3,3
7,2024-02-16,Papas Fritas,Snacks,1,3,3
53,2024-02-16,Lavaplatos,Limpieza,1,3,3
5,2024-02-16,Vino Tinto,Licores,1,10,10
31,2024-02-16,Lavaplatos,Limpieza,1,3,3
31,2024-02-16,Agua Mineral 5L,Bebidas/Panadería,1,4,4
4,2024-02-16,Hielo (bolsa),Bebidas/Panadería,1,2,2
31,2024-02-16,Ron Añejo,Licores,1,15,15
42,2024-02-16,Agua Mineral 5L,Bebidas/Panadería,1,4,4
31,2024-02-16,Jamón Serrano (100g),Snacks,1,8,8
4,2024-02-16,Champú,Cuidado Personal,1,5,5
45,2024-02-16,Refresco 2L,Bebidas/Panadería,1,3,3
247,2024-02-16,Agua Mineral 5L,Bebidas/Panadería,1,4,4
7,2024-02-16,Caja de Cigarros,Licores,1,5,5
45,2024-02-16,Afeitadoras,Cuidado Personal,1,4,4
247,2024-02-16,Agua Mineral 5L,Bebidas/Panadería,1,4,4
4,2024-02-16,Mix de Maní,Snacks,1,4,4
4,2024-02-16,Hielo (bolsa),Bebidas/Panadería,1,2,2
45,2024-02-16,Jabón de Baño,Cuidado Personal,1,2,2
7,2024-02-16,Agua Mineral 5L,Bebidas/Panadería,1,4,4
4,2024-02-16,Papas Fritas,Snacks,1,3,3
7,2024-02-16,Crema Dental,Cuidado Personal,1,3,3
4,2024-02-16,Agua Mineral 5L,Bebidas/Panadería,1,4,4
7,2024-02-17,Lavaplatos,Limpieza,1,3,3
60,2024-02-17,Jamón Serrano (100g),Snacks,1,8,8
6,2024-02-17,Vino Tinto,Licores,1,10,10
5,2024-02-17,Servilletas,Limpieza,1,1,1
60,2024-02-17,Servilletas,Limpieza,1,1,1
51,2024-02-17,Vino Tinto,Licores,1,10,10
5,2024-02-17,Mix de Maní,Snacks,1,4,4
51,2024-02-17,Caja de Cerveza,Licores,1,20,20
51,2024-02-17,Vodka,Licores,1,18,18
6,2024-02-17,Ron Añejo,Licores,1,15,15
6,2024-02-17,Jabón de Baño,Cuidado Personal,1,2,2
5,2024-02-17,Vodka,Licores,1,18,18
60,2024-02-17,Crema Dental,Cuidado Personal,1,3,3
7,2024-02-17,Lavaplatos,Limpieza,1,3,3
6,2024-02-17,Jabón de Baño,Cuidado Personal,1,2,2
5,2024-02-17,Crema Dental,Cuidado Personal,1,3,3
55,2024-02-17,Caja de Cigarros,Licores,1,5,5
55,2024-02-17,Caja de Cerveza,Licores,1,20,20
7,2024-02-17,Mix de Maní,Snacks,1,4,4
50,2024-02-17,Cloro (1L),Limpieza,1,2,2
7,2024-02-17,Servilletas,Limpieza,1,1,1
50,2024-02-17,Jabón de Baño,Cuidado Personal,1,2,2
55,2024-02-17,Queso Amarillo (kg),Snacks,1,12,12
55,2024-02-17,Crema Dental,Cuidado Personal,1,3,3
60,2024-02-17,Hielo (bolsa),Bebidas/Panadería,1,2,2
50,2024-02-17,Jabón de Baño,Cuidado Personal,1,2,2
6,2024-02-17,Aceitunas,Snacks,1,4,4
7,2024-02-17,Aceitunas,Snacks,1,4,4
60,2024-02-17,Bolsas de Basura,Limpieza,1,3,3
6,2024-02-17,Hielo (bolsa),Bebidas/Panadería,1,2,2
6,2024-02-17,Crema Dental,Cuidado Personal,1,3,3
50,2024-02-17,Caja de Cerveza,Licores,1,20,20
192,2024-02-19,Ron Añejo,Licores,1,15,15
92,2024-02-19,Aceitunas,Snacks,1,4,4
165,2024-02-19,Caja de Cigarros,Licores,1,5,5
92,2024-02-19,Papas Fritas,Snacks,1,3,3
163,2024-02-19,Caja de Cigarros,Licores,1,5,5
67,2024-02-19,Agua Mineral 5L,Bebidas/Panadería,1,4,4
92,2024-02-19,Vodka,Licores,1,18,18
115,2024-02-19,Vino Tinto,Licores,1,10,10
66,2024-02-20,Caja de Cigarros,Licores,1,5,5
126,2024-02-20,Caja de Cerveza,Licores,1,20,20
98,2024-02-20,Ron Añejo,Licores,1,15,15
66,2024-02-20,Servilletas,Limpieza,1,1,1
99,2024-02-20,Bolsas de Basura,Limpieza,1,3,3
163,2024-02-20,Hielo (bolsa),Bebidas/Panadería,1,2,2
163,2024-02-20,Refresco 2L,Bebidas/Panadería,1,3,3
98,2024-02-20,Crema Dental,Cuidado Personal,1,3,3
195,2024-02-20,Queso Amarillo (kg),Snacks,1,12,12
195,2024-02-20,Champú,Cuidado Personal,1,5,5
99,2024-02-20,Bolsas de Basura,Limpieza,1,3,3
175,2024-02-20,Refresco 2L,Bebidas/Panadería,1,3,3
175,2024-02-20,Bolsas de Basura,Limpieza,1,3,3
126,2024-02-20,Pan Campesino,Bebidas/Panadería,1,2,2
98,2024-02-20,Caja de Cerveza,Licores,1,20,20
205,2024-02-21,Ron Añejo,Licores,1,15,15
205,2024-02-21,Caja de Cerveza,Licores,1,20,20
163,2024-02-21,Champú,Cuidado Personal,1,5,5
141,2024-02-21,Queso Amarillo (kg),Snacks,1,12,12
141,2024-02-21,Refresco 2L,Bebidas/Panadería,1,3,3
141,2024-02-21,Jabón de Baño,Cuidado Personal,1,2,2
124,2024-02-21,Vino Tinto,Licores,1,10,10
297,2024-02-21,Bolsas de Basura,Limpieza,1,3,3
297,2024-02-21,Cloro (1L),Limpieza,1,2,2
141,2024-02-21,Jamón Serrano (100g),Snacks,1,8,8
134,2024-02-21,Caja de Cigarros,Licores,1,5,5
109,2024-02-22,Jabón de Baño,Cuidado Personal,1,2,2
175,2024-02-22,Caja de Cerveza,Licores,1,20,20
109,2024-02-22,Refresco 2L,Bebidas/Panadería,1,3,3
124,2024-02-22,Vino Tinto,Licores,1,10,10
126,2024-02-22,Vino Tinto,Licores,1,10,10
124,2024-02-22,Vodka,Licores,1,18,18
126,2024-02-22,Mix de Maní,Snacks,1,4,4
126,2024-02-22,Lavaplatos,Limpieza,1,3,3
190,2024-02-22,Afeitadoras,Cuidado Personal,1,4,4
104,2024-02-22,Papas Fritas,Snacks,1,3,3
104,2024-02-22,Hielo (bolsa),Bebidas/Panadería,1,2,2
124,2024-02-22,Queso Amarillo (kg),Snacks,1,12,12
109,2024-02-22,Papas Fritas,Snacks,1,3,3
104,2024-02-22,Caja de Cerveza,Licores,1,20,20
109,2024-02-22,Pan Campesino,Bebidas/Panadería,1,2,2
47,2024-02-23,Caja de Cigarros,Licores,1,5,5
25,2024-02-23,Jabón de Baño,Cuidado Personal,1,2,2
25,2024-02-23,Caja de Cigarros,Licores,1,5,5
47,2024-02-23,Hielo (bolsa),Bebidas/Panadería,1,2,2
253,2024-02-23,Refresco 2L,Bebidas/Panadería,1,3,3
47,2024-02-23,Refresco 2L,Bebidas/Panadería,1,3,3
47,2024-02-23,Mix de Maní,Snacks,1,4,4
47,2024-02-23,Mix de Maní,Snacks,1,4,4
47,2024-02-23,Caja de Cerveza,Licores,1,20,20
277,2024-02-23,Agua Mineral 5L,Bebidas/Panadería,1,4,4
47,2024-02-23,Bolsas de Basura,Limpieza,1,3,3
47,2024-02-23,Ron Añejo,Licores,1,15,15
5,2024-02-23,Cloro (1L),Limpieza,1,2,2
5,2024-02-23,Champú,Cuidado Personal,1,5,5
2,2024-02-23,Crema Dental,Cuidado Personal,1,3,3
2,2024-02-23,Caja de Cerveza,Licores,1,20,20
2,2024-02-23,Afeitadoras,Cuidado Personal,1,4,4
5,2024-02-23,Ron Añejo,Licores,1,15,15
5,2024-02-23,Queso Amarillo (kg),Snacks,1,12,12
2,2024-02-23,Afeitadoras,Cuidado Personal,1,4,4
5,2024-02-23,Jabón de Baño,Cuidado Personal,1,2,2
5,2024-02-23,Afeitadoras,Cuidado Personal,1,4,4
5,2024-02-23,Vino Tinto,Licores,1,10,10
25,2024-02-23,Afeitadoras,Cuidado Personal,1,4,4
25,2024-02-23,Papas Fritas,Snacks,1,3,3
277,2024-02-23,Ron Añejo,Licores,1,15,15
47,2024-02-23,Vodka,Licores,1,18,18
227,2024-02-23,Hielo (bolsa),Bebidas/Panadería,1,2,2
47,2024-02-23,Papas Fritas,Snacks,1,3,3
47,2024-02-23,Afeitadoras,Cuidado Personal,1,4,4
47,2024-02-23,Afeitadoras,Cuidado Personal,1,4,4
47,2024-02-23,Aceitunas,Snacks,1,4,4
34,2024-02-24,Crema Dental,Cuidado Personal,1,3,3
34,2024-02-24,Hielo (bolsa),Bebidas/Panadería,1,2,2
7,2024-02-24,Caja de Cerveza,Licores,1,20,20
7,2024-02-24,Ron Añejo,Licores,1,15,15
43,2024-02-24,Jabón de Baño,Cuidado Personal,1,2,2
43,2024-02-24,Aceitunas,Snacks,1,4,4
32,2024-02-24,Papas Fritas,Snacks,1,3,3
43,2024-02-24,Papas Fritas,Snacks,1,3,3
43,2024-02-24,Lavaplatos,Limpieza,1,3,3
32,2024-02-24,Crema Dental,Cuidado Personal,1,3,3
32,2024-02-24,Hielo (bolsa),Bebidas/Panadería,1,2,2
32,2024-02-24,Caja de Cigarros,Licores,1,5,5
34,2024-02-24,Agua Mineral 5L,Bebidas/Panadería,1,4,4
58,2024-02-24,Champú,Cuidado Personal,1,5,5
35,2024-02-24,Afeitadoras,Cuidado Personal,1,4,4
35,2024-02-24,Jabón de Baño,Cuidado Personal,1,2,2
35,2024-02-24,Hielo (bolsa),Bebidas/Panadería,1,2,2
28,2024-02-24,Vino Tinto,Licores,1,10,10
28,2024-02-24,Jabón de Baño,Cuidado Personal,1,2,2
28,2024-02-24,Ron Añejo,Licores,1,15,15
28,2024-02-24,Agua Mineral 5L,Bebidas/Panadería,1,4,4
32,2024-02-24,Crema Dental,Cuidado Personal,1,3,3
32,2024-02-24,Queso Amarillo (kg),Snacks,1,12,12
34,2024-02-24,Agua Mineral 5L,Bebidas/Panadería,1,4,4
58,2024-02-24,Jamón Serrano (100g),Snacks,1,8,8
6,2024-02-24,Vodka,Licores,1,18,18
58,2024-02-24,Servilletas,Limpieza,1,1,1
3,2024-02-24,Mix de Maní,Snacks,1,4,4
3,2024-02-24,Servilletas,Limpieza,1,1,1
3,2024-02-24,Champú,Cuidado Personal,1,5,5
6,2024-02-24,Bolsas de Basura,Limpieza,1,3,3
58,2024-02-24,Jabón de Baño,Cuidado Personal,1,2,2
3,2024-02-24,Champú,Cuidado Personal,1,5,5
6,2024-02-24,Lavaplatos,Limpieza,1,3,3
7,2024-02-24,Mix de Maní,Snacks,1,4,4
43,2024-02-24,Crema Dental,Cuidado Personal,1,3,3
3,2024-02-24,Bolsas de Basura,Limpieza,1,3,3
58,2024-02-24,Champú,Cuidado Personal,1,5,5
58,2024-02-24,Cloro (1L),Limpieza,1,2,2
43,2024-02-24,Caja de Cigarros,Licores,1,5,5
58,2024-02-24,Caja de Cerveza,Licores,1,20,20
7,2024-02-24,Vodka,Licores,1,18,18
35,2024-02-24,Afeitadoras,Cuidado Personal,1,4,4
43,2024-02-24,Pan Campesino,Bebidas/Panadería,1,2,2
195,2024-02-26,Afeitadoras,Cuidado Personal,1,4,4
162,2024-02-26,Refresco 2L,Bebidas/Panadería,1,3,3
162,2024-02-26,Lavaplatos,Limpieza,1,3,3
139,2024-02-26,Caja de Cerveza,Licores,1,20,20
195,2024-02-26,Bolsas de Basura,Limpieza,1,3,3
162,2024-02-26,Lavaplatos,Limpieza,1,3,3
65,2024-02-27,Bolsas de Basura,Limpieza,1,3,3
65,2024-02-27,Hielo (bolsa),Bebidas/Panadería,1,2,2
165,2024-02-27,Vodka,Licores,1,18,18
69,2024-02-27,Champú,Cuidado Personal,1,5,5
69,2024-02-27,Caja de Cigarros,Licores,1,5,5
69,2024-02-27,Hielo (bolsa),Bebidas/Panadería,1,2,2
69,2024-02-27,Caja de Cerveza,Licores,1,20,20
98,2024-02-27,Hielo (bolsa),Bebidas/Panadería,1,2,2
98,2024-02-27,Bolsas de Basura,Limpieza,1,3,3
270,2024-02-28,Lavaplatos,Limpieza,1,3,3
103,2024-02-28,Agua Mineral 5L,Bebidas/Panadería,1,4,4
172,2024-02-28,Mix de Maní,Snacks,1,4,4
270,2024-02-28,Papas Fritas,Snacks,1,3,3
172,2024-02-28,Bolsas de Basura,Limpieza,1,3,3
172,2024-02-28,Hielo (bolsa),Bebidas/Panadería,1,2,2
172,2024-02-28,Jabón de Baño,Cuidado Personal,1,2,2
94,2024-02-28,Agua Mineral 5L,Bebidas/Panadería,1,4,4
94,2024-02-28,Queso Amarillo (kg),Snacks,1,12,12
194,2024-02-28,Vodka,Licores,1,18,18
83,2024-02-28,Refresco 2L,Bebidas/Panadería,1,3,3
100,2024-02-28,Lavaplatos,Limpieza,1,3,3
170,2024-02-28,Vino Tinto,Licores,1,10,10
170,2024-02-28,Cloro (1L),Limpieza,1,2,2
181,2024-02-28,Mix de Maní,Snacks,1,4,4
158,2024-02-28,Pan Campesino,Bebidas/Panadería,1,2,2
158,2024-02-28,Caja de Cerveza,Licores,1,20,20
150,2024-02-28,Vodka,Licores,1,18,18
83,2024-02-28,Aceitunas,Snacks,1,4,4
186,2024-02-29,Agua Mineral 5L,Bebidas/Panadería,1,4,4
198,2024-02-29,Refresco 2L,Bebidas/Panadería,1,3,3
154,2024-02-29,Mix de Maní,Snacks,1,4,4
190,2024-02-29,Crema Dental,Cuidado Personal,1,3,3
190,2024-02-29,Jamón Serrano (100g),Snacks,1,8,8
167,2024-02-29,Lavaplatos,Limpieza,1,3,3
167,2024-02-29,Servilletas,Limpieza,1,1,1
167,2024-02-29,Mix de Maní,Snacks,1,4,4
186,2024-02-29,Vodka,Licores,1,18,18
198,2024-02-29,Caja de Cerveza,Licores,1,20,20
167,2024-02-29,Refresco 2L,Bebidas/Panadería,1,3,3
61,2024-02-29,Bolsas de Basura,Limpieza,1,3,3
154,2024-02-29,Pan Campesino,Bebidas/Panadería,1,2,2
154,2024-02-29,Bolsas de Basura,Limpieza,1,3,3
198,2024-02-29,Vodka,Licores,1,18,18
198,2024-02-29,Caja de Cerveza,Licores,1,20,20
61,2024-02-29,Refresco 2L,Bebidas/Panadería,1,3,3
61,2024-02-29,Caja de Cerveza,Licores,1,20,20
42,2024-03-01,Jamón Serrano (100g),Snacks,1,8,8
53,2024-03-01,Papas Fritas,Snacks,1,3,3
53,2024-03-01,Servilletas,Limpieza,1,1,1
53,2024-03-01,Lavaplatos,Limpieza,1,3,3
53,2024-03-01,Afeitadoras,Cuidado Personal,1,4,4
29,2024-03-01,Vodka,Licores,1,18,18
52,2024-03-01,Jabón de Baño,Cuidado Personal,1,2,2
52,2024-03-01,Servilletas,Limpieza,1,1,1
29,2024-03-01,Vino Tinto,Licores,1,10,10
22,2024-03-01,Queso Amarillo (kg),Snacks,1,12,12
42,2024-03-01,Jabón de Baño,Cuidado Personal,1,2,2
22,2024-03-01,Lavaplatos,Limpieza,1,3,3
51,2024-03-01,Vodka,Licores,1,18,18
51,2024-03-01,Aceitunas,Snacks,1,4,4
51,2024-03-01,Caja de Cerveza,Licores,1,20,20
